director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,summary,overview
unknown,Lamman Rucker,David Mann,Denise Boutte,Comedy,Meet the Browns,Lamman Rucker David Mann Denise Boutte unknown Comedy,"A single mother living in inner city Chicago, Brenda has been struggling for years to make ends meet and keep her three kids off the street.But when she's laid off with no warning, she starts losing hope for the first time - until a letter arrives announcing the death of a father she's never met.Desperate for any kind of help, Brenda takes her family to Georgia for the funeral. But nothing could have prepared her for the Browns, her father's fun-loving, crass Southern clan. In a small-town world full of long afternoons and country fairs, Brenda struggles to get to know the family she never knew existed...and finds a brand new romance that just might change her life.The story is adapted by Tyler Perry from his stage play ""Meet the Browns."" Perry will portray Madea and Uncle Joe in the film."
Jason Friedberg,David Carradine,Carmen Electra,Fred Willard,Adventure Comedy,Epic Movie,David Carradine Carmen Electra Fred Willard Jason Friedberg Adventure Comedy,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army"
John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy,Conan the Barbarian,William Smith Mako Sandahl Bergman John Milius Adventure Fantasy,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil."
Tom McCarthy,Billy Crudup,Jamey Sheridan,Brian d'Arcy James,Biography Crime Drama History,Spotlight,Billy Crudup Jamey Sheridan Brian d'Arcy James Tom McCarthy Biography Crime Drama History,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
Neil LaBute,Jay Hernandez,Justin Chambers,Robert Pine,Crime Drama Thriller,Lakeview Terrace,Jay Hernandez Justin Chambers Robert Pine Neil LaBute Crime Drama Thriller,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back."
Takashi Shimizu,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Horror Thriller,The Grudge 2,Sarah Michelle Gellar Sarah Roemer Matthew Knight Takashi Shimizu Horror Thriller,"A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building."
Kevin Rodney Sullivan,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,Comedy Drama Romance,How Stella Got Her Groove Back,Richard Lawson James Pickens Jr. Barry Shabaka Henley Kevin Rodney Sullivan Comedy Drama Romance,"Through good times and bad, Stella and Delilah have always had each other. Now, Stella's so busy building a life that she's forgotten how to really live. But Delilah is about to change all that. What starts as a quick trip to Jamaica, end as an exhilarating voyage of self discovery as Stella learns to open her heart and find love - even if it's with a man 20 years her junior."
Peter Hewitt,Keanu Reeves,George Carlin,Alex Winter,Adventure Comedy Fantasy Music Sci-Fi,Bill & Ted's Bogus Journey,Keanu Reeves George Carlin Alex Winter Peter Hewitt Adventure Comedy Fantasy Music Sci-Fi,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living."
Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,Comedy Drama Romance Thriller,Man of the Year,Robin Williams Tina Fey Amy Poehler Barry Levinson Comedy Drama Romance Thriller,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory."
Gary Nelson,Robert Forster,Maximilian Schell,Yvette Mimieux,Action Sci-Fi,The Black Hole,Robert Forster Maximilian Schell Yvette Mimieux Gary Nelson Action Sci-Fi,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans."
Anton Corbijn,Violante Placido,Thekla Reuten,Filippo Timi,Crime Drama Thriller,The American,Violante Placido Thekla Reuten Filippo Timi Anton Corbijn Crime Drama Thriller,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him."
Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,Biography Drama Music,Selena,Jon Seda Constance Marie Jacob Vargas Gregory Nava Biography Drama Music,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete."
Jason Friedberg,Diedrich Bader,Dave Foley,Anneliese van der Pol,Comedy,Vampires Suck,Diedrich Bader Dave Foley Anneliese van der Pol Jason Friedberg Comedy,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom."
Alejandro G. Iñárritu,Brad Pitt,Harriet Walter,Dermot Crowley,Drama,Babel,Brad Pitt Harriet Walter Dermot Crowley Alejandro G. Iñárritu Drama,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world. In the struggle to overcome isolation, fear, and displacement, each character discovers that it is family that ultimately provides solace. In the remote sands of the Moroccan desert, a rifle shot rings out  detonating a chain of events that will link an American tourist couples frantic struggle to survive, two Moroccan boys involved in an accidental crime, a nanny illegally crossing into Mexico with two American children and a Japanese teen rebel whose father is sought by the police in Tokyo. Separated by clashing cultures and sprawling distances, each of these four disparate groups of people are nevertheless hurtling towards a shared destiny of isolation and grief."
Shawn Levy,Tina Fey,Abigail Spencer,Jane Fonda,Comedy Drama,This Is Where I Leave You,Tina Fey Abigail Spencer Jane Fonda Shawn Levy Comedy Drama,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways."
John Patrick Shanley,Philip Seymour Hoffman,Meryl Streep,Carrie Preston,Drama Mystery,Reasonable Doubt,Philip Seymour Hoffman Meryl Streep Carrie Preston John Patrick Shanley Drama Mystery,"When up-and-coming District Attorney Mitch Brockden commits a fatal hit-and-run, he feels compelled to throw the case against the accused criminal who was found with the body and blamed for the crime. Following the trial, Mitch's worst fears come true when he realizes that he acquitted a guilty man, and he soon finds himself on the hunt for the killer before more victims pile up."
Trey Parker,Jeremy Shada,Maurice LaMarche,Trey Parker,Action Comedy,Team America: World Police,Jeremy Shada Maurice LaMarche Trey Parker Trey Parker Action Comedy,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?"
John Luessenhop,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,Horror Thriller,Texas Chainsaw 3D,Gunnar Hansen Keram Malicki-Sánchez Shaun Sipos John Luessenhop Horror Thriller,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars."
Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,Crime Drama Mystery Thriller,Copycat,William McNamara Holly Hunter Harry Connick Jr. Jon Amiel Crime Drama Mystery Thriller,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
Malcolm D. Lee,Marisa Saks,Snoop Dogg,Molly Shannon,Comedy,Scary Movie 5,Marisa Saks Snoop Dogg Molly Shannon Malcolm D. Lee Comedy,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon."
Joshua Logan,Clint Eastwood,Lee Marvin,Ray Walston,Comedy Drama Musical Romance Western,Paint Your Wagon,Clint Eastwood Lee Marvin Ray Walston Joshua Logan Comedy Drama Musical Romance Western,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining."
Gus Van Sant,James Franco,Denis O'Hare,Lucas Grabeel,Biography Drama History,Milk,James Franco Denis O'Hare Lucas Grabeel Gus Van Sant Biography Drama History,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans."
